"","lambda","mu","prob","meanN","meanNb"
"54",0.00101,0.05,-83.2590839990839,1.05453451468124,1.04573678076753
"55",0.00201,0.05,-83.6472398123777,1.10663807409477,1.08980193666637
"56",0.00301,0.05,-84.0022102623089,1.15711798473737,1.13279144786705
"57",0.00401,0.05,-84.3288591964468,1.20617525354356,1.17481532484097
"58",0.00501,0.05,-84.631068564656,1.25396521247723,1.21595913530941
"59",0.00601,0.05,-84.9119769991543,1.30060343668496,1.25628462494219
"60",0.00701,0.05,-85.1741501731365,1.34617094723641,1.29583120487893
"61",0.00801,0.05,-85.4197064046696,1.39072007957643,1.33461901504659
"62",0.00901,0.05,-85.6504114661271,1.43428087483671,1.37265310650464
"63",0.01001,0.05,-85.8677512177362,1.47686734573063,1.40992795033159
"64",0.01101,0.05,-86.072987735272,1.5184830483003,1.44643162453929
"65",0.01201,0.05,-86.2672029102294,1.55912564988404,1.48214930933013
"66",0.01301,0.05,-86.4513324494644,1.59879041980404,1.51706596305632
"67",0.01401,0.05,-86.6261924874858,1.63747272265666,1.55116820871481
"68",0.01501,0.05,-86.7925005057221,1.67516966969143,1.58444554179746
"69",0.01601,0.05,-86.9508918607902,1.7118811053304,1.61689099843427
"70",0.01701,0.05,-87.1019329220873,1.74761009638541,1.6485014201391
"71",0.01801,0.05,-87.2461315860262,1.78236306756269,1.67927743395609
"72",0.01901,0.05,-87.3839457546362,1.81614969861225,1.70922324421267
"73",0.02001,0.05,-87.5157902283524,1.84898267147539,1.73834630975781
"74",0.02101,0.05,-87.6420423573577,1.88087733246904,1.76665696098623
"75",0.02201,0.05,-87.7630467154548,1.91185131564383,1.79416799494916
