"","lambda","mu","prob","meanN","meanNb"
"1878",0.411,0.73,-17.1421498826079,3.39214946810312,2.984510196566
"1879",0.421,0.73,-17.1459276548589,3.39599010923546,2.98776768913648
"1880",0.431,0.73,-17.1495395511258,3.39965985002562,2.99088029457996
"1881",0.441,0.73,-17.152996254332,3.4031698389599,2.99385746018529
"1882",0.451,0.73,-17.1563075499428,3.40653027634042,2.9967078301122
"1883",0.461,0.73,-17.1594824182079,3.40975051290327,2.99943932888374
"1884",0.471,0.73,-17.1625291152623,3.41283913638957,3.00205923468435
"1885",0.481,0.73,-17.1654552446259,3.41580404775072,3.00457424388534
"1886",0.491,0.73,-17.1682678203997,3.41865252840623,3.00699052799775
"1887",0.501,0.73,-17.1709733232623,3.42139129975549,3.00931378406882
"1888",0.001,0.75,-15.0313834487413,1.05617595746841,1.0430779727388
"1889",0.011,0.75,-15.4786886115088,1.53506957185664,1.42587058996679
"1890",0.021,0.75,-15.8086032377647,1.90594096258846,1.73239708662601
"1891",0.031,0.75,-16.0481643722232,2.18290775499153,1.96379350251501
"1892",0.041,0.75,-16.2260378831432,2.38862263654166,2.13648470400638
"1893",0.051,0.75,-16.3618663111651,2.5443759950661,2.26757735707534
"1894",0.061,0.75,-16.4683834857035,2.66524196047002,2.36947288237684
"1895",0.071,0.75,-16.5538838632311,2.76127085868732,2.45051990338865
"1896",0.081,0.75,-16.6238968994767,2.83917455036884,2.5163225905469
"1897",0.091,0.75,-16.6822114551646,2.90352456549076,2.57071014479869
"1898",0.101,0.75,-16.7314945198813,2.95751085609322,2.61636027920014
"1899",0.111,0.75,-16.7736704994449,3.0034135905196,2.65518998594485
"1900",0.121,0.75,-16.8101592921375,3.04289962905454,2.68860227784163
"1901",0.131,0.75,-16.8420296147775,3.07721259873152,2.71764488846988
"1902",0.141,0.75,-16.8701002572222,3.10729754392627,2.74311458809506
"1903",0.151,0.75,-16.8950085422138,3.13388453887279,2.76562727791222
"1904",0.161,0.75,-16.9172576272151,3.15754598967079,2.78566609276278
"1905",0.171,0.75,-16.9372498420285,3.17873669713965,2.80361506886652
"1906",0.181,0.75,-16.955310613544,3.19782238711519,2.81978314129999
"1907",0.191,0.75,-16.9717059209041,3.21510037402357,2.83442153755169
"1908",0.201,0.75,-16.9866552237991,3.23081476034779,2.84773657975565
"1909",0.211,0.75,-17.000341170749,3.24516777675818,2.85989924146489
"1910",0.221,0.75,-17.0129169820692,3.25832835390659,2.87105237484745
"1911",0.231,0.75,-17.0245121300804,3.27043867991394,2.88131624183372
"1912",0.241,0.75,-17.0352367563208,3.28161927272682,2.89079279414228
"1913",0.251,0.75,-17.0451851407514,3.29197294403682,2.89956901910252
"1914",0.261,0.75,-17.0544384515087,3.30158792648113,2.90771957999988
"1915",0.271,0.75,-17.0630669430446,3.31054036254844,2.91530891805219
"1916",0.281,0.75,-17.0711317272954,3.31889630176211,2.92239293951017
"1917",0.291,0.75,-17.07868621141,3.32671331557544,2.92902038012058
"1918",0.301,0.75,-17.0857772729085,3.33404181250807,2.93523391653705
"1919",0.311,0.75,-17.0924462264686,3.34092611634802,2.94107107766602
"1920",0.321,0.75,-17.0987296241377,3.34740535566607,2.94656499665167
"1921",0.331,0.75,-17.1046599214702,3.35351420200148,2.95174503502649
"1922",0.341,0.75,-17.1102660350497,3.3592834858729,2.95663730363566
"1923",0.351,0.75,-17.1155738114836,3.36474071353272,2.96126509968468
"1924",0.361,0.75,-17.1206064238277,3.36991050260609,2.96564927522928
"1925",0.371,0.75,-17.1253847081965,3.3748149510689,2.96980854931581
"1926",0.381,0.75,-17.1299274508187,3.3794739511525,2.97375977356102
"1927",0.391,0.75,-17.134251633837,3.38390545752016,2.97751815906664
"1928",0.401,0.75,-17.1383726466004,3.38812571729301,2.981097471072
"1929",0.411,0.75,-17.1423044679673,3.39214946810312,2.984510196566
"1930",0.421,0.75,-17.1460598241507,3.39599010923546,2.98776768913648
"1931",0.431,0.75,-17.149650325848,3.39965985002562,2.99088029457996
"1932",0.441,0.75,-17.1530865877562,3.4031698389599,2.99385746018529
"1933",0.451,0.75,-17.1563783330542,3.40653027634042,2.9967078301122
"1934",0.461,0.75,-17.1595344850127,3.40975051290327,2.99943932888374
"1935",0.471,0.75,-17.1625632475425,3.41283913638957,3.00205923468435
"1936",0.481,0.75,-17.1654721762082,3.41580404775072,3.00457424388534
"1937",0.491,0.75,-17.168268240997,3.41865252840623,3.00699052799775
"1938",0.501,0.75,-17.1709578819385,3.42139129975549,3.00931378406882
"1939",0.001,0.77,-15.06204391909,1.05617595746841,1.0430779727388
"1940",0.011,0.77,-15.497776476329,1.53506957185664,1.42587058996679
"1941",0.021,0.77,-15.8225880532919,1.90594096258846,1.73239708662601
"1942",0.031,0.77,-16.0592674315132,2.18290775499153,1.96379350251501
